Card Id,Passenger Id,Card Number,Issue Date,Balance,Status
3408,9936,SC00003408,2022-07-24,449.59,Active
3409,3112,SC00003409,2025-01-08,2584.62,Blocked
3410,3895,SC00003410,2023-12-16,720.29,Expired
3411,969,SC00003411,2022-01-28,2942.92,Blocked
3412,8788,SC00003412,2025-12-03,2293.09,Active
3413,3411,SC00003413,2024-12-24,1771.55,Blocked
3414,7664,SC00003414,2025-06-22,698.23,Expired
3415,6175,SC00003415,2022-05-18,615.85,Blocked
3416,5666,SC00003416,2025-09-18,1270.25,Expired
3417,466,SC00003417,2022-05-17,2289.97,Blocked
3418,8868,SC00003418,2022-04-22,378.47,Blocked
3419,813,SC00003419,2023-10-21,899.5,Expired
3420,929,SC00003420,2025-11-27,1220.14,Active
3421,3091,SC00003421,2023-11-17,2615.52,Expired
3422,9781,SC00003422,2022-08-16,1213.34,Expired
3423,1876,SC00003423,2022-06-10,1308.27,Expired
3424,1806,SC00003424,2025-06-21,2164.23,Active
3425,7830,SC00003425,2023-08-17,2300.07,Blocked
3426,7737,SC00003426,2023-10-16,2504.45,Expired
3427,1808,SC00003427,2025-05-10,2613.5,Blocked
3428,8658,SC00003428,2025-01-13,1641.53,Active
3429,4491,SC00003429,2025-11-01,2191.49,Active
3430,8920,SC00003430,2025-07-16,1687.83,Blocked
3431,7375,SC00003431,2025-12-12,1734.86,Expired
3432,7843,SC00003432,2023-09-30,2499.84,Expired
3433,7235,SC00003433,2025-06-13,728.76,Active
3434,5451,SC00003434,2023-05-27,957.49,Blocked
3435,7027,SC00003435,2024-08-22,1039.62,Blocked
3436,5606,SC00003436,2023-04-01,333.67,Expired
3437,7877,SC00003437,2024-10-27,1094.16,Expired
3438,7395,SC00003438,2025-05-26,1130.77,Blocked
3439,3014,SC00003439,2022-10-10,1662.5,Expired
3440,6147,SC00003440,2023-10-03,2556.59,Active
3441,8083,SC00003441,2022-10-22,1850.48,Blocked
3442,6528,SC00003442,2023-06-28,93.56,Active
3443,8597,SC00003443,2022-09-17,1927.55,Expired
3444,66,SC00003444,2023-12-26,1065.49,Blocked
3445,8310,SC00003445,2025-10-28,780.75,Active
3446,5000,SC00003446,2023-04-20,1533.5,Expired
3447,1238,SC00003447,2025-03-25,934.29,Expired
3448,2640,SC00003448,2025-06-22,2352.63,Active
3449,8359,SC00003449,2024-05-24,2618.38,Active
3450,6797,SC00003450,2024-11-20,2533.16,Active
3451,1324,SC00003451,2024-05-23,177.55,Blocked
3452,5157,SC00003452,2024-06-09,1633.38,Active
3453,911,SC00003453,2024-05-05,2909.31,Expired
3454,6711,SC00003454,2023-01-17,964.63,Active
3455,4414,SC00003455,2022-04-08,2852.39,Blocked
3456,3902,SC00003456,2022-09-30,2310.46,Expired
3457,4350,SC00003457,2022-02-10,457.39,Expired
3458,6932,SC00003458,2024-03-02,220.92,Blocked
3459,8631,SC00003459,2026-01-10,142,Blocked
3460,154,SC00003460,2025-11-22,2049.62,Active
3461,5845,SC00003461,2023-10-25,1133.09,Active
3462,9300,SC00003462,2024-05-28,990.36,Blocked
3463,3654,SC00003463,2023-09-07,1121.75,Active
3464,8352,SC00003464,2023-08-09,1874.66,Expired
3465,2643,SC00003465,2025-08-03,127.93,Active
3466,2403,SC00003466,2023-01-27,202.95,Expired
3467,8361,SC00003467,2024-09-19,2051.37,Blocked
3468,1347,SC00003468,2024-08-14,2208.59,Expired
3469,8945,SC00003469,2023-09-14,2336.53,Blocked
3470,1230,SC00003470,2025-11-16,173.91,Blocked
3471,8699,SC00003471,2022-12-12,1500.48,Active
3472,8674,SC00003472,2026-02-03,2928.92,Expired
3473,6799,SC00003473,2024-12-28,2452.82,Blocked
3474,1640,SC00003474,2023-10-01,683.76,Blocked
3475,9009,SC00003475,2023-07-01,1206.5,Blocked
3476,1029,SC00003476,2022-07-22,2614.68,Active
3477,5461,SC00003477,2023-12-25,2165.4,Active
3478,6384,SC00003478,2024-09-29,1456.86,Blocked
3479,4911,SC00003479,2024-09-11,767.99,Active
3480,3481,SC00003480,2022-09-02,1823.22,Expired
3481,2905,SC00003481,2025-12-05,2639.16,Active
3482,7319,SC00003482,2022-01-01,2256.25,Active
3483,9928,SC00003483,2023-11-03,707.83,Expired
3484,8487,SC00003484,2024-08-06,168.98,Active
3485,8169,SC00003485,2023-06-10,470.16,Blocked
3486,675,SC00003486,2024-02-27,2744.97,Active
3487,3320,SC00003487,2024-01-08,1966.18,Blocked
3488,61,SC00003488,2023-07-21,1460.02,Blocked
3489,6580,SC00003489,2024-02-11,1052.66,Active
3490,9484,SC00003490,2022-10-27,2984.27,Active
3491,2897,SC00003491,2024-10-21,1709.91,Expired
3492,8329,SC00003492,2025-02-11,1582.92,Blocked
3493,8490,SC00003493,2022-06-27,2461.9,Active
3494,3876,SC00003494,2022-03-19,2951.93,Expired
3495,291,SC00003495,2022-01-19,260.53,Blocked
3496,41,SC00003496,2023-10-29,1638.58,Active
3497,1125,SC00003497,2023-10-29,2856.1,Blocked
3498,9891,SC00003498,2023-06-26,2065.44,Blocked
3499,8441,SC00003499,2024-10-29,587.02,Blocked
3500,6468,SC00003500,2023-07-04,1710.42,Blocked
3501,9994,SC00003501,2022-01-05,1999.14,Active
3502,7508,SC00003502,2023-07-29,969.4,Blocked
3503,4822,SC00003503,2024-04-27,1786.75,Expired
3504,6500,SC00003504,2024-10-06,1985.01,Active
3505,8538,SC00003505,2023-12-18,2709.41,Expired
3506,1107,SC00003506,2023-08-28,2004.79,Active
3507,8435,SC00003507,2025-12-02,259.14,Expired
3508,5311,SC00003508,2023-12-14,2385.28,Active
3509,4721,SC00003509,2024-11-24,1306.31,Expired
3510,4672,SC00003510,2025-12-23,276.42,Expired
3511,8889,SC00003511,2025-09-24,1163.94,Active
3512,6818,SC00003512,2023-07-31,1799.93,Blocked
3513,6550,SC00003513,2023-12-13,188.69,Blocked
3514,7652,SC00003514,2022-07-24,2980.18,Expired
3515,5678,SC00003515,2025-09-28,769.32,Blocked
3516,3244,SC00003516,2025-08-01,967.05,Active
3517,6542,SC00003517,2022-04-28,104.9,Expired
3518,6462,SC00003518,2025-08-24,1001.77,Active
3519,1712,SC00003519,2024-06-11,1759.52,Active
3520,5218,SC00003520,2024-10-20,1587.62,Active
3521,9501,SC00003521,2025-02-09,533.22,Active
3522,6376,SC00003522,2025-02-26,1496.07,Blocked
3523,2860,SC00003523,2025-01-23,1405.81,Blocked
3524,2832,SC00003524,2025-12-02,154.69,Expired
3525,2023,SC00003525,2023-05-28,1227.48,Expired
3526,165,SC00003526,2022-04-18,2898.08,Active
3527,9569,SC00003527,2023-03-23,2013.08,Blocked
3528,9354,SC00003528,2023-11-01,150.89,Active
3529,9797,SC00003529,2024-04-02,721.39,Expired
3530,3627,SC00003530,2025-12-22,1071.05,Active
3531,1942,SC00003531,2024-06-05,1265.28,Expired
3532,953,SC00003532,2024-11-21,1971.85,Active
3533,7720,SC00003533,2022-08-15,90.03,Active
3534,7572,SC00003534,2025-03-09,2500.68,Expired
3535,142,SC00003535,2025-01-19,2445.63,Expired
3536,9676,SC00003536,2022-02-27,1836.07,Expired
3537,5347,SC00003537,2025-10-14,418.16,Active
3538,1597,SC00003538,2024-03-18,2003.48,Blocked
3539,5343,SC00003539,2023-06-26,1362.64,Blocked
3540,2344,SC00003540,2024-09-30,648.58,Expired
3541,9417,SC00003541,2025-04-16,1392.67,Active
3542,1762,SC00003542,2025-05-20,2581.76,Expired
3543,18,SC00003543,2025-12-22,353.32,Active
3544,1929,SC00003544,2024-11-26,2631.58,Expired
3545,3038,SC00003545,2024-10-11,234.71,Active
3546,4919,SC00003546,2025-03-14,1075.23,Active
3547,8513,SC00003547,2022-10-13,672.37,Blocked
3548,6607,SC00003548,2025-08-10,2955.54,Active
3549,2625,SC00003549,2022-10-30,360.12,Active
3550,9862,SC00003550,2023-06-10,2371.51,Expired
3551,9776,SC00003551,2024-03-01,1117.27,Active
3552,1732,SC00003552,2025-12-24,737.59,Blocked
3553,1202,SC00003553,2023-07-17,1987.13,Active
3554,3858,SC00003554,2024-01-04,1828.79,Blocked
3555,3149,SC00003555,2023-01-14,2647.72,Blocked
3556,7667,SC00003556,2025-05-06,2766.75,Active
3557,6764,SC00003557,2025-12-30,2472.42,Active
3558,1971,SC00003558,2025-03-03,2890.74,Blocked
3559,640,SC00003559,2024-07-16,2644.79,Expired
3560,1045,SC00003560,2025-01-21,282.85,Active
3561,3064,SC00003561,2025-09-27,1865.14,Blocked
3562,8930,SC00003562,2023-03-31,1512.99,Blocked
3563,2932,SC00003563,2025-03-11,1073.32,Active
3564,5168,SC00003564,2023-07-24,60.49,Expired
3565,3619,SC00003565,2024-04-10,1406.11,Active
3566,7208,SC00003566,2024-12-15,2923.85,Active
3567,9675,SC00003567,2025-07-16,2663.42,Expired
3568,6050,SC00003568,2025-12-07,748.76,Active
3569,4345,SC00003569,2022-08-19,480.43,Expired
3570,9887,SC00003570,2024-04-24,667.1,Expired
3571,9859,SC00003571,2024-02-29,1834.62,Expired
3572,9792,SC00003572,2024-12-12,961.72,Active
3573,593,SC00003573,2023-12-14,2816.62,Expired
3574,7336,SC00003574,2022-04-23,738.57,Blocked
3575,3450,SC00003575,2024-03-01,1569.89,Expired
3576,8415,SC00003576,2023-12-28,1408.25,Blocked
3577,4831,SC00003577,2024-02-01,1660.49,Expired
3578,5641,SC00003578,2023-08-24,1187.55,Active
3579,6656,SC00003579,2025-06-17,654.46,Active
3580,6292,SC00003580,2023-10-21,1588.43,Active
3581,230,SC00003581,2022-10-30,2856.48,Active
3582,3346,SC00003582,2022-12-22,1349.33,Blocked
3583,8923,SC00003583,2024-10-05,1916.28,Expired
3584,9435,SC00003584,2022-07-22,2773.53,Active
3585,6404,SC00003585,2024-08-19,2561.97,Active
3586,749,SC00003586,2024-04-10,525.85,Blocked
3587,7694,SC00003587,2024-08-05,1251.9,Expired
3588,1106,SC00003588,2025-03-09,2659.53,Blocked
3589,7248,SC00003589,2022-03-04,1988.41,Expired
3590,6301,SC00003590,2025-02-07,2006.47,Expired
3591,223,SC00003591,2025-10-22,1382.56,Blocked
3592,8179,SC00003592,2022-06-26,515.91,Active
3593,6547,SC00003593,2023-08-09,2217.79,Blocked
3594,9503,SC00003594,2025-09-02,2336.02,Expired
3595,5274,SC00003595,2024-11-06,2088.18,Blocked
3596,2338,SC00003596,2023-08-19,943.46,Expired
3597,2210,SC00003597,2025-03-01,2847.71,Blocked
3598,2360,SC00003598,2025-10-08,1669.31,Expired
3599,4216,SC00003599,2022-04-18,277.73,Expired
3600,1926,SC00003600,2025-01-20,2612.41,Blocked
3601,5400,SC00003601,2025-02-21,1583.74,Blocked
3602,9063,SC00003602,2023-11-22,1870.14,Active
3603,1896,SC00003603,2024-01-21,965.86,Blocked
3604,270,SC00003604,2024-04-06,868,Expired
3605,2991,SC00003605,2023-08-26,1159.46,Expired
3606,411,SC00003606,2026-02-08,2300.76,Blocked
3607,3207,SC00003607,2022-01-23,2576.43,Blocked
3608,8521,SC00003608,2025-03-27,1817.81,Blocked
3609,9412,SC00003609,2022-01-10,1653.09,Active
3610,8364,SC00003610,2025-03-02,1929.22,Blocked
3611,4210,SC00003611,2024-08-16,1394.83,Blocked
3612,3187,SC00003612,2025-07-04,1434.62,Expired
3613,4238,SC00003613,2026-01-23,2921.96,Blocked
3614,3578,SC00003614,2025-07-15,1613.36,Expired
3615,8437,SC00003615,2025-12-14,1503.49,Expired
3616,5543,SC00003616,2024-06-17,1899.62,Active
3617,8796,SC00003617,2023-03-01,2014.72,Active
3618,3600,SC00003618,2022-05-20,348.55,Blocked
3619,9017,SC00003619,2025-05-24,1842.11,Active
3620,1758,SC00003620,2025-03-24,1753.46,Expired
3621,3468,SC00003621,2022-12-27,2738.2,Blocked
3622,5231,SC00003622,2024-09-15,2967.22,Expired
3623,4135,SC00003623,2026-01-17,2684.89,Blocked
3624,8634,SC00003624,2025-02-13,2644.57,Active
3625,6972,SC00003625,2024-06-20,2560.24,Blocked
3626,1276,SC00003626,2023-11-21,1040.63,Expired
3627,5050,SC00003627,2022-01-03,216.79,Expired
3628,7245,SC00003628,2025-03-29,2830.56,Expired
3629,6430,SC00003629,2023-11-03,2308.93,Blocked
3630,9215,SC00003630,2025-07-31,296.38,Active
3631,9044,SC00003631,2024-04-23,1984.2,Expired
3632,9411,SC00003632,2024-06-15,2643.46,Expired
3633,1135,SC00003633,2025-07-12,1781.9,Active
3634,1590,SC00003634,2022-03-18,2843.09,Active
3635,745,SC00003635,2023-10-24,898.63,Expired
3636,6559,SC00003636,2022-08-11,1542.3,Blocked
3637,5993,SC00003637,2022-02-25,2876.67,Blocked
3638,8845,SC00003638,2022-04-13,1498.06,Expired
3639,8891,SC00003639,2025-09-06,124.01,Active
3640,2709,SC00003640,2026-01-07,1740.95,Active
3641,8405,SC00003641,2024-06-06,1001.78,Expired
3642,7833,SC00003642,2024-09-06,1331.33,Expired
3643,3458,SC00003643,2024-10-21,2506.58,Active
3644,249,SC00003644,2023-10-20,1391.51,Active
3645,5124,SC00003645,2024-03-08,1528.78,Expired
3646,4729,SC00003646,2025-05-04,1807.71,Expired
3647,9401,SC00003647,2022-08-27,2010,Expired
3648,2237,SC00003648,2024-12-16,1707.26,Active
3649,8188,SC00003649,2022-08-19,1684.51,Expired
3650,5111,SC00003650,2025-05-08,1379.99,Active
3651,6956,SC00003651,2023-09-23,2171.68,Active
3652,5362,SC00003652,2023-09-24,551.94,Blocked
3653,7157,SC00003653,2023-04-03,2219.43,Expired
3654,7651,SC00003654,2025-05-18,926.13,Blocked
3655,774,SC00003655,2023-01-05,404.27,Blocked
3656,4971,SC00003656,2025-09-20,1218.58,Expired
3657,82,SC00003657,2023-07-06,2660.35,Active
3658,5628,SC00003658,2025-01-28,587.63,Active
3659,7582,SC00003659,2025-12-06,148.76,Expired
3660,2331,SC00003660,2025-01-30,1370.71,Active
3661,5348,SC00003661,2024-10-04,2325.86,Active
3662,3549,SC00003662,2025-10-11,1840.14,Blocked
3663,7438,SC00003663,2025-08-31,309.73,Active
3664,9654,SC00003664,2023-02-13,1405.34,Expired
3665,622,SC00003665,2023-06-24,1565.96,Expired
3666,3900,SC00003666,2023-09-10,681.96,Expired
3667,5953,SC00003667,2022-12-15,1012.89,Active
3668,3977,SC00003668,2024-01-06,1547.93,Expired
3669,2074,SC00003669,2025-11-08,2127.58,Blocked
3670,6198,SC00003670,2024-06-18,2062.06,Expired
3671,1997,SC00003671,2025-03-27,1878.5,Active
3672,5962,SC00003672,2025-02-10,372.11,Blocked
3673,3527,SC00003673,2023-07-25,2819.81,Active
3674,7520,SC00003674,2023-09-27,948.98,Active
3675,7457,SC00003675,2025-10-22,1439.64,Expired
3676,9084,SC00003676,2025-08-26,1435.98,Active
3677,1431,SC00003677,2023-03-22,1444.99,Blocked
3678,3946,SC00003678,2023-09-26,2385.83,Expired
3679,7712,SC00003679,2024-06-06,2982.95,Expired
3680,2808,SC00003680,2022-10-15,1801,Active
3681,1864,SC00003681,2024-01-23,1701.17,Blocked
3682,3972,SC00003682,2024-04-07,218.86,Blocked
3683,3355,SC00003683,2026-01-22,1280.56,Blocked
3684,1690,SC00003684,2024-01-08,1108.25,Blocked
3685,5457,SC00003685,2022-03-26,2631.22,Expired
3686,8737,SC00003686,2022-12-17,216.91,Blocked
3687,9781,SC00003687,2025-06-27,2882.21,Blocked
3688,7441,SC00003688,2023-02-04,2049.04,Blocked
3689,6063,SC00003689,2023-09-22,689.17,Blocked
3690,1652,SC00003690,2023-07-01,1921.92,Active
3691,8511,SC00003691,2025-10-17,1740.67,Blocked
3692,8122,SC00003692,2024-12-17,1074.06,Blocked
3693,9698,SC00003693,2024-05-04,1388.34,Blocked
3694,9149,SC00003694,2022-09-17,52.01,Blocked
3695,1766,SC00003695,2025-04-04,2203.18,Active
3696,804,SC00003696,2022-11-25,991.36,Active
3697,3700,SC00003697,2022-03-06,194.26,Blocked
3698,4834,SC00003698,2023-05-20,1715.69,Blocked
3699,2631,SC00003699,2023-12-08,2868.08,Active
3700,8632,SC00003700,2022-08-27,342.82,Blocked
3701,5108,SC00003701,2022-07-22,2538.72,Expired
3702,5610,SC00003702,2024-12-03,1608.71,Blocked
3703,9931,SC00003703,2024-10-02,654.21,Blocked
3704,447,SC00003704,2024-12-05,2938.01,Blocked
3705,6578,SC00003705,2024-05-11,463.84,Blocked
3706,1924,SC00003706,2022-08-01,2357.89,Active
3707,5948,SC00003707,2024-02-18,473.05,Blocked
3708,5807,SC00003708,2025-12-09,1731.87,Active
3709,8504,SC00003709,2024-12-26,2728.9,Expired
3710,7670,SC00003710,2024-09-06,2811.23,Expired
3711,3174,SC00003711,2024-08-19,1201.06,Expired
3712,1890,SC00003712,2024-09-27,658.64,Active
3713,4238,SC00003713,2022-01-26,632.84,Blocked
3714,5080,SC00003714,2024-06-27,2988.38,Expired
3715,8478,SC00003715,2025-10-28,2454.45,Expired
3716,4780,SC00003716,2025-01-03,2169.66,Blocked
3717,2310,SC00003717,2025-09-22,723.94,Expired
3718,866,SC00003718,2025-11-16,1994.07,Active
3719,6853,SC00003719,2023-12-09,2692.68,Blocked
3720,3328,SC00003720,2025-02-09,1132.58,Active
3721,9157,SC00003721,2022-01-20,1117.41,Expired
3722,5392,SC00003722,2022-06-15,2762.83,Blocked
3723,6866,SC00003723,2025-10-14,2577.28,Active
3724,9337,SC00003724,2025-01-24,610.49,Expired
3725,2727,SC00003725,2025-03-17,968.26,Expired
3726,4850,SC00003726,2024-02-06,1024.18,Expired
3727,8723,SC00003727,2023-06-18,2206.81,Active
3728,7577,SC00003728,2023-07-10,1656.33,Blocked
3729,565,SC00003729,2023-03-16,2818.94,Expired
3730,7959,SC00003730,2025-03-07,455.92,Expired
3731,2248,SC00003731,2022-11-20,716.86,Blocked
3732,2833,SC00003732,2025-01-15,1994.66,Blocked
3733,3566,SC00003733,2024-03-26,1190.48,Blocked
3734,8300,SC00003734,2024-05-12,1556.84,Blocked
3735,8113,SC00003735,2025-07-11,2334.16,Active
3736,3278,SC00003736,2023-06-09,2655.82,Active
3737,1484,SC00003737,2024-07-09,1786.91,Expired
3738,8308,SC00003738,2022-11-29,1867.85,Expired
3739,2172,SC00003739,2023-07-10,300.72,Blocked
3740,4006,SC00003740,2026-01-09,2583.21,Blocked
3741,11,SC00003741,2023-07-31,1822.01,Active
3742,893,SC00003742,2024-05-10,2587.84,Blocked
3743,9042,SC00003743,2023-01-20,2623.59,Active
3744,5993,SC00003744,2025-06-12,1476.39,Expired
3745,5082,SC00003745,2024-03-25,2581.72,Expired
3746,1895,SC00003746,2023-09-25,872.82,Blocked
3747,3608,SC00003747,2025-08-17,2478.34,Blocked
3748,234,SC00003748,2023-01-03,424.95,Active
3749,875,SC00003749,2024-09-29,1977.22,Expired
3750,8773,SC00003750,2024-03-08,2450.53,Expired
3751,3449,SC00003751,2022-09-08,370.62,Active
3752,6820,SC00003752,2025-08-11,2382.89,Blocked
3753,8291,SC00003753,2025-01-10,2597.84,Expired
3754,2245,SC00003754,2023-08-25,2350.18,Expired
3755,9857,SC00003755,2022-05-09,2060.42,Active
3756,4890,SC00003756,2023-04-29,2007.53,Blocked
3757,7743,SC00003757,2024-07-10,2406.56,Blocked
3758,7663,SC00003758,2025-06-09,2936.72,Expired
3759,3322,SC00003759,2022-12-14,1873.16,Blocked
3760,3302,SC00003760,2023-06-11,279.78,Active
3761,5711,SC00003761,2023-04-08,1433.74,Blocked
3762,9623,SC00003762,2023-07-16,2108.66,Expired
3763,7175,SC00003763,2023-11-22,1064.02,Active
3764,7549,SC00003764,2026-01-29,1225.53,Blocked
3765,6243,SC00003765,2025-03-28,2218.5,Active
3766,3904,SC00003766,2025-09-20,2677.97,Active
3767,7238,SC00003767,2023-01-25,1074.92,Active
3768,3141,SC00003768,2022-12-23,1715.07,Active
3769,7242,SC00003769,2024-09-11,885.57,Blocked
3770,6245,SC00003770,2022-01-15,1253.95,Active
3771,291,SC00003771,2025-01-23,1190.37,Active
3772,9144,SC00003772,2022-06-25,566.47,Blocked
3773,4306,SC00003773,2025-08-29,259.16,Expired
3774,3301,SC00003774,2025-09-30,2485.77,Active
3775,226,SC00003775,2025-01-18,1994.17,Expired
3776,7936,SC00003776,2022-04-07,2219,Expired
3777,1067,SC00003777,2022-03-18,2500.65,Active
3778,3818,SC00003778,2025-05-14,1954.96,Expired
3779,2148,SC00003779,2022-06-01,1644.48,Active
3780,4573,SC00003780,2025-03-11,402.87,Expired
3781,4235,SC00003781,2022-07-24,753.76,Active
3782,7008,SC00003782,2025-12-11,2418.85,Expired
3783,6736,SC00003783,2022-03-09,2744.16,Blocked
3784,8784,SC00003784,2025-09-06,2010.66,Blocked
3785,2709,SC00003785,2022-01-06,2864.82,Expired
3786,8432,SC00003786,2024-07-17,1196.26,Active
3787,9953,SC00003787,2022-07-06,1380.63,Expired
3788,4467,SC00003788,2023-06-09,2817.13,Active
3789,1542,SC00003789,2024-12-26,2718.11,Blocked
3790,8384,SC00003790,2023-10-03,2829.72,Blocked
3791,2666,SC00003791,2023-04-10,1338.7,Expired
3792,2827,SC00003792,2023-03-31,1364.88,Active
3793,6258,SC00003793,2022-08-31,1218.24,Blocked
3794,711,SC00003794,2022-03-28,2722.45,Active
3795,8778,SC00003795,2024-03-30,2229.65,Blocked
3796,6912,SC00003796,2025-09-20,819.62,Blocked
3797,8477,SC00003797,2025-12-18,370.24,Expired
3798,4101,SC00003798,2022-08-03,268.61,Expired
3799,1447,SC00003799,2022-12-27,2529.14,Active
3800,9658,SC00003800,2023-11-02,143.58,Expired
3801,6168,SC00003801,2023-09-11,598.64,Expired
3802,237,SC00003802,2025-07-26,2030.41,Blocked
3803,6382,SC00003803,2024-02-07,2442.57,Expired
3804,2216,SC00003804,2023-06-17,2833.31,Active
3805,6383,SC00003805,2026-01-18,2472.39,Active
3806,9269,SC00003806,2023-09-05,1682.86,Active
3807,8910,SC00003807,2023-04-14,835.03,Expired
3808,1788,SC00003808,2024-09-08,681.47,Expired
3809,9997,SC00003809,2023-01-14,583.93,Active
3810,5266,SC00003810,2022-12-29,987.08,Active
3811,6216,SC00003811,2022-03-20,1587.78,Blocked
3812,4420,SC00003812,2025-11-25,2630.5,Blocked
3813,8381,SC00003813,2023-09-26,2431.72,Blocked
3814,6775,SC00003814,2026-01-26,692.92,Expired
3815,3465,SC00003815,2024-10-27,443.48,Active
3816,4091,SC00003816,2022-01-15,1683.88,Active
3817,4706,SC00003817,2024-08-18,1642.72,Blocked
3818,4170,SC00003818,2023-06-30,1433.49,Active
3819,2863,SC00003819,2025-10-01,2874.04,Expired
3820,3695,SC00003820,2026-01-13,2553.41,Blocked
3821,2165,SC00003821,2023-06-18,1284.51,Blocked
3822,687,SC00003822,2023-03-21,892.01,Blocked
3823,8583,SC00003823,2025-09-10,2595.31,Blocked
3824,2943,SC00003824,2022-11-16,753.09,Active
3825,5392,SC00003825,2025-11-21,108.41,Expired
3826,4707,SC00003826,2025-06-19,722.5,Expired
3827,9440,SC00003827,2025-02-01,2038.7,Expired
3828,8343,SC00003828,2025-04-15,2001.49,Blocked
3829,2503,SC00003829,2024-07-03,1770.68,Expired
3830,6260,SC00003830,2024-11-17,615.47,Blocked
3831,3369,SC00003831,2025-06-08,2623.43,Expired
3832,4479,SC00003832,2022-07-25,1980.22,Active
3833,2037,SC00003833,2022-04-05,2359.54,Active
3834,2661,SC00003834,2023-12-22,935.57,Expired
3835,3028,SC00003835,2023-06-07,769.68,Blocked
3836,9159,SC00003836,2024-12-04,863.07,Active
3837,5538,SC00003837,2024-04-23,1484.06,Active
3838,9728,SC00003838,2023-06-04,2144.29,Blocked
3839,282,SC00003839,2024-10-26,1896.53,Expired
3840,187,SC00003840,2025-11-13,914.89,Active
3841,7933,SC00003841,2025-02-13,116.52,Active
3842,6901,SC00003842,2024-10-21,638.51,Blocked
3843,474,SC00003843,2025-03-16,2188.92,Active
3844,5163,SC00003844,2026-01-21,2536.34,Expired
3845,9786,SC00003845,2024-10-22,306.63,Expired
3846,7765,SC00003846,2023-04-14,1221.21,Expired
3847,4304,SC00003847,2022-07-21,2697.99,Active
3848,8621,SC00003848,2024-12-19,2349.57,Active
3849,9827,SC00003849,2024-04-28,2857.1,Blocked
3850,1908,SC00003850,2022-07-20,2526.28,Active
3851,1694,SC00003851,2022-05-25,2807.9,Blocked
3852,8586,SC00003852,2022-01-10,1028.62,Active
3853,8650,SC00003853,2022-06-06,890.74,Active
3854,9904,SC00003854,2025-01-15,2274.3,Expired
3855,2036,SC00003855,2024-06-16,237.75,Blocked
3856,9243,SC00003856,2023-03-22,334.84,Blocked
3857,4938,SC00003857,2025-11-16,2970.83,Blocked
3858,5631,SC00003858,2022-05-30,683.79,Expired
3859,1735,SC00003859,2023-09-08,953.59,Active
3860,7117,SC00003860,2022-11-29,1244.44,Blocked
3861,9719,SC00003861,2023-06-12,321.51,Blocked
3862,9082,SC00003862,2023-10-09,2223.33,Active
3863,3789,SC00003863,2025-02-28,2386.79,Active
3864,4180,SC00003864,2022-10-14,703.13,Active
3865,2292,SC00003865,2023-05-01,1310.02,Expired
3866,171,SC00003866,2022-02-10,1037.85,Expired
3867,3130,SC00003867,2022-07-11,1399.1,Blocked
3868,5209,SC00003868,2024-12-13,2484.5,Expired
3869,7065,SC00003869,2023-07-15,1177.92,Active
3870,1959,SC00003870,2023-02-05,506.8,Expired
3871,3788,SC00003871,2023-10-02,2410.49,Expired
3872,5736,SC00003872,2024-11-20,1573.72,Expired
3873,3796,SC00003873,2024-05-08,1389.77,Active
3874,6561,SC00003874,2024-02-24,1184.87,Expired
3875,2014,SC00003875,2024-08-18,2740.72,Active
3876,541,SC00003876,2023-07-20,92.22,Expired
3877,7237,SC00003877,2024-11-14,1087.46,Active
3878,9805,SC00003878,2025-07-10,1373.68,Blocked
3879,1124,SC00003879,2025-05-24,2669.66,Blocked
3880,7855,SC00003880,2025-01-18,880.04,Expired
3881,8920,SC00003881,2024-03-24,634.32,Expired
3882,1870,SC00003882,2024-01-19,241.22,Blocked
3883,3710,SC00003883,2025-05-05,2547.41,Blocked
3884,7506,SC00003884,2023-03-29,832.69,Active
3885,129,SC00003885,2023-11-26,1941.98,Active
3886,9353,SC00003886,2022-06-18,720.33,Expired
3887,7015,SC00003887,2025-09-01,706.8,Active
3888,5031,SC00003888,2023-11-09,295.35,Active
3889,7707,SC00003889,2024-02-21,779.56,Expired
3890,608,SC00003890,2024-08-17,1283.14,Active
3891,794,SC00003891,2022-12-10,604.08,Active
3892,3763,SC00003892,2023-01-18,1020.63,Expired
3893,9435,SC00003893,2023-08-20,1240.39,Expired
3894,4430,SC00003894,2022-08-03,2574.23,Blocked
3895,1214,SC00003895,2022-08-18,938.24,Expired
3896,5113,SC00003896,2022-05-17,2072.24,Blocked
3897,6480,SC00003897,2024-05-25,1042.31,Expired
3898,2727,SC00003898,2025-07-15,780.04,Blocked
3899,8281,SC00003899,2022-04-25,977.77,Active
3900,5103,SC00003900,2024-09-02,1719.22,Active
3901,4784,SC00003901,2023-11-26,620.79,Active
3902,862,SC00003902,2023-07-19,2507.84,Blocked
3903,6975,SC00003903,2025-05-01,1443.48,Blocked
3904,9382,SC00003904,2025-07-20,586.52,Blocked
3905,3454,SC00003905,2024-03-16,2304.14,Active
3906,5026,SC00003906,2023-07-03,2577.51,Expired
3907,9018,SC00003907,2025-12-05,1344.43,Expired
3908,4900,SC00003908,2025-08-13,419.9,Expired
3909,4348,SC00003909,2023-06-19,2867.52,Expired
3910,7279,SC00003910,2023-12-06,1773.52,Expired
3911,7908,SC00003911,2023-07-11,1929.77,Active
3912,3055,SC00003912,2025-06-30,1423.56,Expired
3913,5521,SC00003913,2026-01-11,1448.65,Active
